,cue,association,explanation,relation
10963,normally,work,normally we start work very early.,UNK
10964,north,canyon,i have always wanted to explore the north rim of the grand canyon in arizona.,UNK
10965,north,cliffs,the cliffs fall away to the north,UNK
10966,north,come,the wind has come round to the north,UNK
10967,north,direction,i drive in a north direction when going to dallas.,UNK
10968,north,direction,my house placed north direction of the city,UNK
10969,north,direction,north is a direction in maps.,UNK
10970,north,direction,north is a direction on a compass.,UNK
10971,north,direction,north is one of the four major directions.,UNK
10972,north,direction,the north is one of the four main cardinal directions.,UNK
10973,north,east,north and east are both directions.,UNK
10974,north,face,north face is a very popular brand of clothing,UNK
10975,north,point,the north is one of the cardinal points on the compass.,UNK
10976,north,pole,the most north area is the north pole,UNK
10977,north,pole,the north pole is where santa lives.,UNK
10978,north,pole,the pole to the north is called the north pole.,UNK
10979,north,south,north and south was a popular miniseries.,UNK
10980,north,south,north is the opposite side of the south,UNK
10981,north,south,the north fought the south in the civil war.,UNK
10982,north,star,the three wise men followed the north star to see the baby in bethlehem.,UNK
10983,north,west,north and west are both directions.,UNK
10984,notify,advise,to say good things to someone notify and advise,UNK
10985,notify,call,i am going to call my mother to notify her of something.,UNK
10986,notify,call,sometimes work requires to call someone to notify them of their upcoming payment due date.,UNK
10987,notify,inform,notify has a similar meaning as inform.,UNK
10988,notify,inform,person inform the matter first notify,UNK
10989,notify,inform,to notify someone means to inform them of something that you want to convey to them.,UNK
10990,notify,job,it was my job to notify the residents of the water shut off.,UNK
10991,notify,know,to notify means to let know.,UNK
10992,notify,letter,i received a letter to notify me of my job offer.,UNK
10993,notify,letter,sometimes we notify a person by letter.,UNK
10994,notify,message,the message notify me his birthday.,UNK
10995,notify,paper,i will notify you on paper.,UNK
10996,notify,phone,you can be notified on your phone about various things,UNK
10997,notify,remember,my spouse notify me to remember important things.,UNK
10998,notify,tell,notify has a similar meaning as tell.,UNK
10999,notify,tell,to notify someone of something is to tell them something.,UNK
11000,notify,text,i might notify my wife via text when i'm going to be home.,UNK
11001,notify,ticket,you can be notified of a parking ticket behind your wipers,UNK
11002,notwithstanding,but,but has a similar meaning to notwithstanding.,UNK
11003,notwithstanding,congress,notwithstanding is an archaic word that can be found in old congress document or rules,UNK
11004,notwithstanding,however,however is a synonym of notwithstanding.,UNK
11005,notwithstanding,legal,notwithstanding is a complex word that can be found in legal documents,UNK
11006,nowadays,common,cursing is very common nowadays.,UNK
11007,nowadays,current,nowadays means in the current times,UNK
11008,nowadays,currently,nowadays refers to what is happening currently.,UNK
11009,nowadays,currently,the current time is nowadays.,UNK
11010,nowadays,disease,nowadays spread the lot of new disease,UNK
11011,nowadays,generational,nowadays is the way people speak about a generational gap.,UNK
11012,nowadays,news,nowadays very bad news watch every minite,UNK
11013,nowadays,often,"nowadays, i often find myself wondering about my life plans.",UNK
11014,nowadays,present,nowadays refers to what is happening in the present.,UNK
11015,nowadays,present,nowadays reminded me of the present day.,UNK
11016,nowadays,present,the present situation is common nowadays.,UNK
11017,nowadays,technology,nowadays technology improved so much.,UNK
11018,nowadays,time,i associate nowadays with a description of time.,UNK
11019,nowadays,time,nowadays shows a time that happening now,UNK
11020,nowadays,today,nowadays means right now or today.,UNK
11021,nowadays,today,nowadays tend to be dry because of the drought today.,UNK
11022,nowadays,today,"nowadays, i think my future life will be better than today.",UNK
11023,nowadays,today,this that are happening nowadays are also happening today,UNK
11024,nowadays,today,"when someone says nowadays, they are talking about today.",UNK
11025,number,arithmetic,arithmetic is the practice of using numbers to solve equations.,UNK
11026,number,bingo,"when you play bingo, you have to get a certain amount of numbers in a line in order to win",UNK
11027,number,call,the boy called his moms phone number,UNK
11028,number,choice,"the term ""multiple choice"" refers to using numbers to inform people of what choices they can make",UNK
11029,number,count,you have to count numbers in math,UNK
11030,number,decimal,decimal is the part of the number system,UNK
11031,number,jersey,the man wore the number 19 on his jersey,UNK
11032,number,math,math is all about numbers.,UNK
11033,number,math,numbers are used in math.,UNK
11034,number,math,the number system is used to solve math problems.,UNK
11035,number,numerals,roman numerals is a type of number counting system.,UNK
11036,number,odd,i am a odd number.,UNK
11037,number,one,i will never be number one.,UNK
11038,number,one,one is the number people associate with being on top of the food chain,UNK
11039,number,order,people sometimes use numbers to arrange things in alphabetical order,UNK
11040,number,phone,everyone that has a cellphone has a phone number.,UNK
11041,number,phone,what is your phone number??,UNK
11042,number,song,there are many songs about numbers and number 1 hits,UNK
11043,number,unit,the number also called the unit,UNK
11044,number,write,he can start to write numbers.,UNK
11045,nurse,doctor,a doctor works closely with a nurse.,UNK
11046,nurse,doctor,a nurse works with a doctor.,UNK
11047,nurse,doctor,the doctor told the nurse to get the treatment plan.,UNK
11048,nurse,doctor,the nurse and doctor had lunch together at work,UNK
11049,nurse,doctor,the nurse assisted the doctor.,UNK
11050,nurse,heal,nurses are here to help people heal from sickness,UNK
11051,nurse,health,a nurse is someone you can see about your health.,UNK
11052,nurse,helper,a nurse is a helper at the hospital.,UNK
11053,nurse,hospital,a nurse works at the hospital.,UNK
11054,nurse,hospital,my son wants to be a nurse in a hospital.,UNK
11055,nurse,hospital,"nurses work in hospitals, so hospital quickly came to mind.",UNK
11056,nurse,hospital,the nurse worked hard in the emergency room at the hospital.,UNK
11057,nurse,patient,the nurse met with the patient before surgery,UNK
11058,nurse,patients,there are many patients that a nurse must care for during the day.,UNK
11059,nurse,smart,"i considered being a nurse, but i am not smart enough to complete the degree.",UNK
11060,nurse,station,the nurse returned to her station.,UNK
11061,nurse,triage,the nurse was in charge of triage.,UNK
11062,nurse,vital,nurses are vital to the healthcare industry.,UNK
11063,nurse,white,nurses are known for wearing white uniforms,UNK
11064,nurse,white,the nurse wore white clothes.,UNK
11065,obedient,cat,the cat was very obedient and listened to it's owner,UNK
11066,obedient,child,a child should be obedient to their teacher.,UNK
11067,obedient,child,i was not a very obedient child.,UNK
11068,obedient,children,children in school should be obedient when the teacher tells them to do something,UNK
11069,obedient,children,parents try to ensure their children are obedient in public.,UNK
11070,obedient,compliant,being obedient involves being compliant.,UNK
11071,obedient,compliant,when you are obedient by you need to be compliant.,UNK
11072,obedient,dog,my dog needed to be trained to be more obedient.,UNK
11073,obedient,dog,the obedient dog sat when told,UNK
11074,obedient,dominated,"people who are obedient can be dominated in life, be it professionally or personally.",UNK
11075,obedient,learning,learning about life is how you become obedient.,UNK
11076,obedient,listens,"if your child is obedient, they listen when you tell them what to do.",Has-Prerequisite
11077,obedient,loyal,if you are obedient you are loyal.,UNK
11078,obedient,obeying,an obedient person is an obeying person.,UNK
11079,obedient,parent,"as a parent, i want my child to be obedient to me.",UNK
11080,obedient,person,my friend was very obedient person,UNK
11081,obedient,pets,pet owners often take their pets to get trained to be obedient,UNK
11082,obedient,submissive,if you are obedient to someone then you are submissive to them.,UNK
11083,objective,achieve,an objective is something one needs to achieve.,UNK
11084,objective,aim,once aim is to objective,UNK
11085,objective,design,objective the things is an creative design,UNK
11086,objective,goal,my goals and objectives are realistics.,UNK
11087,objective,mission,my objectives are part of my mission.,UNK
11088,objective,non-flexible,someone that is objective will be non-flexible in the way they feel about something or believe something.,UNK
11089,objective,path,an objective is a sort of goal and you have to follow a path to achieve the objective.,UNK
11090,objective,report,dean tired to be as objectives as possible and let the report speak for itself.,UNK
11091,objective,science,science should be objective rather than subjective.,UNK
11092,objective,subjective,the opposite of objective is subjective.,UNK
11093,objective,success,success will depends on objective criteria and visualizing the process.,UNK
11094,objective,synonyms,synonym is mean for objectives,UNK
11095,objective,thing,objective is known as a thing,UNK
11096,objective,unswayed ,"someone that is objective will not easily be moved from their stance, they will be unswayed of their belief.",UNK
11097,obstruct,block,"if you obstruct something, you block it.",UNK
11098,obstruct,block,that block of stone obstructs my view.,UNK
11099,obstruct,block,the block put in the road was meant to obstruct traffic.,UNK
11100,obstruct,block,to obstruct means to block,UNK
11101,obstruct,block,to obstruct something is to block it.,UNK
11102,obstruct,drain,"when something obstructs the drain, water will not go down.",UNK
11103,obstruct,hinder,"please do not obstruct us, your body is hindering your view.",UNK
11104,obstruct,injury,the obstruct object cause an injury.,UNK
11105,obstruct,justice,donald trump is still trying to obstruct justice on the insurrection investigations.,UNK
11106,obstruct,obstacle,an obstacle is something that obstructs you.,UNK
11107,obstruct,plan,i will not let anyone obstruct my plan.,Action
11108,obstruct,road,the road was obstructed by the construction crew.,UNK
11109,obstruct,senate,the senate is used to obstruct progress.,UNK
11110,obstruct,stop,"if you obstruct something or someone, you stop them.",UNK
11111,obstruct,stop,"if you obstruct something, you are stopping it",UNK
11112,obstruct,unavoidable,it's unavoidable to have an obstruct door.,UNK
11113,obstruct,way,"when someone obstructs something, they get in the way.",UNK
11114,obviously,clear,"if something is obvious, then its clear to see.",UNK
11115,obviously,clear,when something is obvious its clear.,UNK
11116,obviously,comment,the comment was obviously meant to hurt my feelings.,UNK
11117,obviously,did,they obviously did it for attention.,UNK
11118,obviously,drunk,he was obviously drunk and drive the car,UNK
11119,obviously,first,she was obviously first to the finish line.,UNK
11120,obviously,front,the keys were right in front of me which was so obvious.,UNK
11121,obviously,known,when something is obvious it is known.,UNK
11122,obviously,occur,the occurrence was obvious i guess.,UNK
11123,obviously,purpose,"he obviously forgot to call me, and i think it was on purpose.",UNK
11124,obviously,speak,obviously speak you like a person,UNK
11125,obviously,staring,i am obviously staring at my dog when she pees on the floor.,UNK
11126,obviously,stay,she obviously wants you to stay,UNK
11127,obviously,thanks,obviously very thanks for your help,UNK
11128,obviously,trend,obviously there was a trend this morining.,UNK
11129,obviously,understand,i understand the term obviously.,UNK
11130,obviously,visible,something that is obviously visible can be seen without an issue.,UNK
11131,obviously,vision,his vision obviously show the scene.,UNK
11132,occasionally,common,when something occurs on an occasional basis it starts to get common.,UNK
11133,occasionally,concert,i occasionally attend music concerts.,UNK
11134,occasionally,drink,i occasionally drink alcohol during the holiday season.,UNK
11135,occasionally,drink,i occasionally drink the beer,UNK
11136,occasionally,event,i attend this event occasionally.,UNK
11137,occasionally,fail,he was prone to occasionally fail.,UNK
11138,occasionally,family,i occasionally meet my family,UNK
11139,occasionally,happens,good luck doesn't happen occasionally to me.,UNK
11140,occasionally,late,they were occasionally late to work.,UNK
11141,occasionally,maybe,maybe i will occasionally do that if i feel okay.,UNK
11142,occasionally,might,occasionally i might be known to partake in some swimming.,UNK
11143,occasionally,never,if something happens occasionally then it doesn't never happen.,UNK
11144,occasionally,often,if something happens occasionally then it doesn't happen often.,UNK
11145,occasionally,often,often is a bit more positive than occasionally.,UNK
11146,occasionally,periodically,"if i perform a function periodically, it means i only perform it occasionally.",UNK
11147,occasionally,sometimes,occasionally means the same as sometimes.,UNK
11148,occasionally,visit,the visit to the zoo was occasionally.,UNK
11149,offended,actions,she was offended by her actions.,UNK
11150,offended,angry,a person can get angry after being offended.,UNK
11151,offended,angry,if you are offended you might become angry.,UNK
11152,offended,attention,the offended person was looking for attention.,UNK
11153,offended,deeply,they were deeply offended by her.,UNK
11154,offended,displeased,if you have offended someone they are displeased with you.,UNK
11155,offended,hurt,"if you have offended someone, you have probably caused them some hurt.",UNK
11156,offended,hurt,"when someone offends me, it hurts my feelings.",UNK
11157,offended,inappropriate,"when someone is offended, it's usually because of something inappropriate.",UNK
11158,offended,insulted,"if you offend someone, you have insulted them in some way.",UNK
11159,offended,insulted ,someone who is offended is also insulted.,UNK
11160,offended,jokes,"often times, people will be offended by jokes.",UNK
11161,offended,just,i feel offended when propositioned to participate in something that is not just.,UNK
11162,offended,logic,when feeling offended it is helpful to analyze whether the feeling stems from logic or not,UNK
11163,offended,slur,the slur offended the woman,UNK
11164,offended,students,college students tend to be easily offended.,UNK
11165,offended,upset,if you are offended you are probably upset.,UNK
11166,offended,upset ,someone who is offended might also be upset.,UNK
11167,offended,woman,the offended woman screamed and yelled about it.,UNK
11168,offended,woman,the woman was very offended by the rude remarks,UNK
11169,onward,advance,going onward means advancing on that goal.,UNK
11170,onward,beginning,let's move onward and focus on a new beginning.,UNK
11171,onward,cloud,cloud is onward in the sky,UNK
11172,onward,forward,"if you are going onward, then you might be going forward too.",UNK
11173,onward,forward,to go onward means to go forward rather than backward.,UNK
11174,onward,forward,to move onward is to move forward.,UNK
11175,onward,forward,"when you go onward with something, you are moving forward.",UNK
11176,onward,future,when you think onward you think about the future.,UNK
11177,onward,go,to progress in an onward manner is to go forward.,UNK
11178,onward,going ,when you go onward with something you are going for it.,UNK
11179,onward,henceforth,onward could also mean henceforth.,UNK
11180,onward,move,always onwards and ready to move.,UNK
11181,onward,pixar,onward was a pixar movie,UNK
11182,onward,planet,"planet onward the sky, this very long distance in the earth",UNK
11183,onward,sail,ships usually sails onwards on water.,UNK
11184,onward,soldier,"onward, the soldiers moved forward.",UNK
11185,onward,upward,"my dad says ""onward and upward"" after going through something that slowed us down in life.",UNK
11186,onward,upward,onward and upward is an expression.,UNK
11187,onward,wisconsin,state of wisconsin's motto is onward!,UNK
11188,opening,closing,the opposite of an opening is a closing.,UNK
11189,opening,closing,"where there is an opening, there is always a closing.",UNK
11190,opening,cut ,cut the fruit and open,UNK
11191,opening,door,i am opening a door when i turn the knob and push it.,UNK
11192,opening,door,we must open the door to get in,UNK
11193,opening,first,opening for the first postive thinking,UNK
11194,opening,gap,an opening may be called a gap in something or somewhere,UNK
11195,opening,gate,we all will open the gate,UNK
11196,opening,hospital,the opening of the new cancer wing in the hospital was much needed.,UNK
11197,opening,knif,opening the fruit with the knife,UNK
11198,opening,medicine,opening for new medicine shop,UNK
11199,opening,parking,people are always looking for an opening when parking.,UNK
11200,opening,prayers,prayers are performed in the opening of a church event.,UNK
11201,opening,ready,when something has an opening it is ready to go.,UNK
11202,opening,space,an opening can be seen as something with a space,UNK
11203,opening,speech,the opening speech was superb.,UNK
11204,opening,start,the start of the opening competition.,UNK
11205,opening,start,to open is to start something,UNK
11206,opening,store,the grand opening of the store promised to be quite an extravaganza.,UNK
11207,operator,call,people used to have to call the operator first to make a telephone call.,UNK
11208,operator,captain,the operator of the hovercraft held the rank of captain.,UNK
11209,operator,car,someone who is behind a car is an operator.,UNK
11210,operator,company,my company going success my grate operator,UNK
11211,operator,crane,a crane needs an operator.,UNK
11212,operator,croce,"jim croce had a major hit with the song ""operator"" in the 1970's.",UNK
11213,operator,driver,the operator of the vehicle was known to be a good driver.,UNK
11214,operator,machine,a forklift driver is also a machine operator.,UNK
11215,operator,machine,an operator is someone who uses a machine to do a task.,UNK
11216,operator,machine,operator operate the machine early morning,UNK
11217,operator,mechanic,mechanic operates the machine well,UNK
11218,operator,phone,you used to be able to talk to an operator on the phone.,Thematic
11219,operator,room,this operator room is too dark.,UNK
11220,operator,sade,"sade sang the song ""smooth operator.""",Thematic
11221,operator,technician,i feel operator of this machine must be a technician.,UNK
11222,operator,telephone,an operator is someone who helps connect telephone calls.,UNK
11223,operator,user,"if someone is an operator of something, then they're a user of it.",Synonym
11224,opinion,annoying,she has an annoying opinion about the issue.,UNK
11225,opinion,belief,the opinion i have is because of my beliefs.,UNK
11226,opinion,bias,my opinion expresses my bias.,UNK
11227,opinion,column,"sometimes in the newspaper, you can find an opinion column.",UNK
11228,opinion,disagreement,"sometimes when people state their opinions, it can lead to a disagreement.",Result-In
11229,opinion,form,i hesitated to form an opinions.,UNK
11230,opinion,idea,your opinion is your ideas about something,UNK
11231,opinion,ideas,the opinion she suggested is the same idea he gave.,UNK
11232,opinion,judgement,my judgements on topics make up my opinion on it.,UNK
11233,opinion,knowledge,opinions aren't always based on knowledge and it's unfortunate,UNK
11234,opinion,newspaper,i see a lot of opinion pieces in the newspaper,UNK
11235,opinion,research,a lot of research is carried out on the opinion,UNK
11236,opinion,say,what can you say about the opinion?,UNK
11237,opinion,suggestion,the suggestion and the opinion are the same thing.,UNK
11238,opinion,unwanted,i think your opinion is unwanted here.,UNK
11239,opinion,view,one's opinions also means one's views.,UNK
11240,opinion,wanted,i don't think my opinion was wanted by the crowd.,UNK
11241,opinion,wrong,my opinion on this matter is not wrong.,UNK
11242,opportunity,advance,lester wanted to advance his career so he took the opportunity of applying for the supervisor job.,UNK
11243,opportunity,advancement,"due to advancement in the company, he had the opportunity to move to a new city.",UNK
11244,opportunity,advantage,when i take advantage of an opportunity i feel great.,UNK
11245,opportunity,america,america is a land of opportunity.,UNK
11246,opportunity,chance,an opportunity is another chance to do good things.,UNK
11247,opportunity,chance,the opportunity to succeed is the chance of a lifetime.,UNK
11248,opportunity,chance,to take advantage of an opportunity it is often necessary to take a chance.,UNK
11249,opportunity,fortune,opportunities lead to good fortune.,UNK
11250,opportunity,job,"if you have an opportunity to get a job, you should go for it!",UNK
11251,opportunity,job,the job opportunity was open for many,UNK
11252,opportunity,luck,sometimes you need a bit of luck to get an opportunity,UNK
11253,opportunity,money,"sometimes with opportunities, a lot of money can be made",UNK
11254,opportunity,option,the option of the new job gave me an opportunity to make more money.,UNK
11255,opportunity,promoted,the job offered the opportunity for all employees to be promoted,UNK
11256,opportunity,scenario,an opportunity is just an scenario to prove yourself.,UNK
11257,opportunity,seize,i try to seize a good opportunity when it presents itself.,UNK
11258,opportunity,success,a person who has been given opportunity has a higher chance of success.,UNK
11259,opportunity,success,the opportunity for success only comes along once in a lifetime.,UNK
11260,order,ask,she asked her to return her money and the cashier obeyed the customer's order immediately!,UNK
11261,order,calmness,"if there's order, be it in a society or a household, there's a feeling of calmness.",UNK
11262,order,commanded,"the queen commanded her to stop, it was an order!",UNK
11263,order,first,the number 1 thing you order is the first thing.,UNK
11264,order,food,you order food from a menu,UNK
11265,order,fries,a lot of people order fries with their meals.,Action
11266,order,gorceries,i ordered for some gorceries.,UNK
11267,order,hamburger,"when a person places an order at a fast food restaurant, they sometimes order a hamburger.",UNK
11268,order,keep,i keep order in my life.,UNK
11269,order,law,law and order go hand in hand.,UNK
11270,order,menu,you order food from a menu,UNK
11271,order,neat ,"when there is order in your life, things are neat and tidy.",UNK
11272,order,organize,organizing your closet is bringing order to it.,UNK
11273,order,peaceful,"when there's order, things are peaceful overall.",UNK
11274,order,plan,the order went as planned,UNK
11275,order,position ,placing things in order requires you to assign a position to them.,UNK
11276,order,restaurant,the restaurant got the mans order wrong and he was angry,UNK
11277,order,roses,the man decided to order roses for his wife,UNK
11278,order,second,"the number 2 thing you order, is the second thing you order.",UNK
11279,order,structure,giving structure to things is bringing order to it.,UNK
11280,organization,business,a business is an organization.,UNK
11281,organization,business,there are lot of business organization here,UNK
11282,organization,charitable,an organization is charitable if it gives to just causes.,UNK
11283,organization,charity,a charity is a non-profit organization,UNK
11284,organization,company,a company can also be called an organization.,Synonym
11285,organization,company,a company is an organization.,UNK
11286,organization,company,an organization is usually a company as well.,UNK
11287,organization,company,he was a proud employee of the organization and represented the company brilliantly.,UNK
11288,organization,foundation,an organization is a foundation.,UNK
11289,organization,goals,an organization follows a set of goals.,UNK
11290,organization,group,he was assigned to the largest group in the international organization,UNK
11291,organization,institute,a research institute can be formed by an educational organization,UNK
11292,organization,large,the organization is large and multinational.,UNK
11293,organization,meeting,the organization has a meeting.,UNK
11294,organization,misfit,my friends and i have started a sort of misfit organization to try and open a homeless shelter,UNK
11295,organization,neat,organization means things are neat and tidy.,UNK
11296,organization,normal,organization is something that is normal for me.,UNK
11297,organization,rules,the organization has a set of rules.,UNK
11298,organization,unable,i'm utterly unable to keep my cupboards in a state that could be classified as organization,UNK
11299,organization,work,i like to keep my work organization informed of my test plans.,UNK
11300,ought,advice,ought is a word used to give advice.,UNK
11301,ought,consider,ought also means that one considers something,UNK
11302,ought,could,"just because i could, doesn't mean i ought to.",UNK
11303,ought,deadline,"ought can be used to state a deadline such as ""you ought to be done by 3.""",UNK
11304,ought,duty,ought is a word used to indicate duty.,UNK
11305,ought,duty,ought is used to indicate duty,UNK
11306,ought,limit,i ought to limit my carb intake.,UNK
11307,ought,might,"if i ought to do something, it means i should but might not.",UNK
11308,ought,must,if you ought to do something you must do it,UNK
11309,ought,must,ought to do can also mean must do.,UNK
11310,ought,necessary,if you ought to do something it is necessary that you do it,UNK
11311,ought,need,if you ought to do something than it is probably something that you need to do.,UNK
11312,ought,should,"if i ought to do something, i should probably do it.",UNK
11313,ought,should,if you ought to do it that means that you should do it.,UNK
11314,ought,should,should can be used in place of ought.,UNK
11315,ought,should,"the word ""should"" can be used in lieu of ""ought.""",UNK
11316,ought,should,the word should is a good replacement for the word ought.,UNK
11317,ought,think,when one says that you ought to means that they think it,UNK
11318,ought,time,five minutes ought to be enough time,UNK
11319,ought,would,"i would go, but i don't know if i ought to.",UNK
11320,outdoors,camping,camping outdoors is a common activity families partake in to bond,UNK
11321,outdoors,camping,the kids are outdoors camping,UNK
11322,outdoors,disc golf,disc golf is a game played in the outdoors.,UNK
11323,outdoors,football,the team is playing football outdoors,UNK
11324,outdoors,fun,it is most fun for me to exercise outdoors.,UNK
11325,outdoors,fun,the outdoors is a fun place with many things to do.,UNK
11326,outdoors,grass,the first thing i see when i go outdoors from my house is my grass.,UNK
11327,outdoors,healthy,being outdoors is healthy for me.,UNK
11328,outdoors,leisure,don doesn't like being at home; all his leisure activities take place outdoors.,UNK
11329,outdoors,nature,nature is outdoors in the open,UNK
11330,outdoors,rv,rv are parked on outdoors campgrounds,UNK
11331,outdoors,sky,the sky is big and outdoors,UNK
11332,outdoors,store,the most common outdoor place people visit is a store.,UNK
11333,outdoors,trips,mr. and mrs. stanford go on frequent trips since they both love being outdoors.,UNK
11334,outdoors,water,water is outdoors at the campground,UNK
11335,outdoors,wind,"when i think of the outdoors, i think of the wind blowing outside.",UNK
11336,outfit,attire,"this outfit is superb, it is a beautiful attire!",UNK
11337,outfit,attractive,she bought a new outfit and people said she looked very attractive.,UNK
11338,outfit,clothes,an outfit consists of an assortment of clothes.,UNK
11339,outfit,clothes,clothes go with that outfit,UNK
11340,outfit,clothing,i create an outfit by combining various pieces of clothing.,UNK
11341,outfit,colorful,the outfit worn by the woman was very colorful.,UNK
11342,outfit,culture,the outfit explains the culture of a person,UNK
11343,outfit,design,the design of your outfit was awesome,UNK
11344,outfit,dress,the dress that i worn as my outfit last week was imported from germany,UNK
11345,outfit,event,this is the picture for the outfit of this year's carol event.,UNK
11346,outfit,fashion,she had an expensive outfit on at the fashion show,UNK
11347,outfit,fashion,the outfit tells about the new fashion,UNK
11348,outfit,girl,the girl's outfit was very nice.,UNK
11349,outfit,pants,pants are part of a persons everyday outfit.,UNK
11350,outfit,party,i am about to wear this outfit for the party.,UNK
11351,outfit,running,my running outfit wasn't warm enough in the winter.,UNK
11352,outfit,shirt,"i choose a shirt, pants, and shoes to make an outfit.",UNK
11353,outfit,sophisticated,the outfit the man wore was very sophisticated,UNK
11354,outfit,suit,an outfit could include a suit,UNK
11355,outfit,weird,the outfit the girl wore was very weird,UNK
11356,outside,cars,outside is where you find cars.,UNK
11357,outside,cat,the cat was running around outside,UNK
11358,outside,city,outside reminds me of the glorious city.,UNK
11359,outside,dog,there was a dog playing outside,UNK
11360,outside,exit,exit through the the back door leading outside.,UNK
11361,outside,fun,being outside is often very fun,UNK
11362,outside,game,children should concentrate in outside game,UNK
11363,outside,grass,i like outside places with grass.,UNK
11364,outside,hiking,i like to go hiking outside in the rain.,UNK
11365,outside,inside,the opposite of outside is inside.,UNK
11366,outside,move,he just have to move outside.,UNK
11367,outside,park,a park is a place outside where people walk and play.,UNK
11368,outside,park,children went to play outside in the park,UNK
11369,outside,park,one of my favourite outside spaces is park.,UNK
11370,outside,play,being outside is a chance to play,UNK
11371,outside,road,when you outside you step on the road,UNK
11372,outside,sun,when you go outside you can see the sun,UNK
11373,outside,trees,the trees outside swayed in the heavy wind.,UNK
11374,outside,woods,the woods outside are full of deer.,UNK
11375,outside,work,i would prefer to work outside.,UNK
11376,outspoken,excercise,daily excercise is a outspoken,UNK
11377,outspoken,fast,fast spoken come to outspoken,UNK
11378,outspoken,loud,being outspoken doesn't mean you are loud.,UNK
11379,outspoken,loud,people who are outspoken often speak loudly.,HasProperty
11380,outspoken,open,i am an open and outspoken person.,UNK
11381,outspoken,vehement,if someone is outspoken they are often vehement in their beliefs.,HasProperty
11382,outward,appearance,people can have an outward appearance.,UNK
11383,outward,bellybutton,bellybuttons that go outward are called outies,UNK
11384,outward,call,when you call someone it is an outward call,UNK
11385,outward,desert,in the desert you need to travel outward,UNK
11386,outward,end,the outward part of an object is the end.,UNK
11387,outward,exterior,outward suggests an exterior expression.,UNK
11388,outward,exterior,"the outward exterior of this house, is not what i was looking for.",UNK
11389,outward,external,"its always a bad idea looking outwards, and trying to compare oneself with the external beauty of others.",UNK
11390,outward,external,to look outward is to view things from an external perspective.,UNK
11391,outward,limit,the outward part of a site its the limit.,UNK
11392,outward,outside,moving outward is outside of a place,UNK
11393,outward,outside,usually if something is outward it is on the outside.,UNK
11394,outward,physical,outward can be referred to the physical appearance.,UNK
11395,outward,project,"as a verb, to project is to force something outward.",UNK
11396,outward,push,to push something is to propel it outward.,UNK
11397,outward,skin,outward appearance can be skin-deep.,UNK
11398,outward,skin,skin is on the outward part of the body.,UNK
11399,outward,vocal,if someone is very vocal they are very outward with their feelings.,UNK
11400,overall,all,all purchasing items overall amount is $2000.,UNK
11401,overall,always,overall assignment give always other students,UNK
11402,overall,bag,overall bag is gone in the way,UNK
11403,overall,entire,entire students in the class overall,UNK
11404,overall,exams,overall score in my exams was good,UNK
11405,overall,gain,the overall gain of project was succeed,UNK
11406,overall,global,overall the climate change rises globally,UNK
11407,overall,inclusive,overall i have been inclusive of every person in mmy life.,UNK
11408,overall,mark,overall mark sheet are gives last year,UNK
11409,overall,money,the worker are gave overall money,UNK
11410,overall,qualification,in exams when the overall qualification is good we get more marks,UNK
11411,overall,success,the overall success of the project was stressed,UNK
11412,overall,summation,you can't see overall how much better or worse something is if you don't know a summation of the changes.,UNK
11413,overall,together,overall i feel happy when i am together with you.,UNK
11414,overall,total,overall and total is the two sentences are approximately same meaning.,UNK
11415,overall,total,the total of how something makes a difference is how much it can change something overall.,UNK
11416,overall,water bottle,overall water bottles are missing,UNK
11417,overbearing,assertive,assertive people like to have their way and it's very overbearing.,UNK
11418,overbearing,bossy,bossy people tend to be very overbearing.,UNK
11419,overbearing,danger ,when blood is overbeading it's gonna danger,UNK
11420,overbearing,lordly,he was overbearing and act like lordly to all the people,UNK
11421,overbearing,micromanagement,"when someone is overbearing, i associate them with trying to micromanage me.",UNK
11422,overbearing,parents,my parents are very overbearing so that was the first thing that came to mind.,UNK
11423,overbearing,protective,sometimes being a bit overbearing is the result of wanting to protect someone.,UNK
11424,overbearing,proud,my son was overbearing in his sports and i am very proud of him,UNK
11425,overdue,book,books can be overdue at the library.,Time
11426,overdue,book,"if i don't return a book to the library on time, it is overdue.",UNK
11427,overdue,delayed,overdue is the synonym of the delayed.,UNK
11428,overdue,expire,the drug is overdue and has expired.,UNK
11429,overdue,final,the rule for the final is overdue.,UNK
11430,overdue,fine,hmy father was overdue paying his taxes and had to pay a large fine.,UNK
11431,overdue,fine,"if a book is overdue at the library, you pay a fine.",Result-In
11432,overdue,homework,the homework was overdue for 3 days,UNK
11433,overdue,interest,someone who is overdue on their bills has to pay interest.,UNK
11434,overdue,late,bob was late returning the library book; it was a week overdue.,UNK
11435,overdue,late,overdue is also defined as the late,UNK
11436,overdue,late,when you are overdue than you are late.,UNK
11437,overdue,paper,the paper was overdue by a day,UNK
11438,overdue,payment,the payment for the car was overdue.,UNK
11439,overdue,rent,my rent was overdue and needed to be paid.,UNK
11440,overdue,return,"if you don't return something on time, it is overdue.",UNK
11441,overwhelm,lots,someone who is overwhelmed must have lots going on,UNK
11442,overwhelm,overcome,the meaning of the word overwhelm is overcome,UNK
11443,overwhelm,stressed,stress is what can cause someone to be overwhelmed,UNK
11444,overwhelm,stressed,"when things overwhelm me, i start to get stressed.",UNK
